Paper_Number,Type_of_salmon,Category,ESB,ESP,Hatchery_fish,Sentence_about_service,Service_in_my_words,Type_of_interaction,CICES_section1,CICES_division1,CICES_group1,CICES_class1,CICES_code1,CICES_section2,CICES_division2,CICES_group2,CICES_class2,CICES_code2,CICES_section3,CICES_division3,CICES_group3,CICES_class3,CICES_code3,EE_domain1,EE_code1,EE_domain2,EE_code2,EE_domain3,EE_code3
29,Not specified,eco,caddisfly larvae,salmon carcasses,No,"""bear-killed carcasses deposited in streams may be scavenged by larval caddis flies (Winder et al. 2005) but much of the decomposing tissue remains in aquatic systems (Kline et al. 1993)."" (424)","scavenging, life cycle",Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA
29,Sockeye,eco,other salmon run,abundant salmon run,No,"""an increase in salmon abundance of +1 standard deviation above the average in Eagle Creek was expected to diminish realized salmon predation in Hansen Creek by 501 fish, or roughly 7% of the average Hansen run (7632). Similarly, increased salmon abundance in Bear Creek was estimated to reduce the realized predation rate in Ice Creek by 481 fish, or approximately 6% of the average run (7702)."" (425)",population maintenance,Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Not specified,eco,Stream ecosystems,Spawning salmon,No,"""Subsidy effects occur as spawning salmon enrich stream ecosystems with nutrients derived from the marine environment, stimulating biological activity at multiple trophic levels (e.g., Wipfli et al. 2003; Chaloner et al. 2007). "" (n.p.)",stream chem + nutrient provision,"Direct, indirect",Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Pink, sockeye",eco,PNW streams,spawning salmon,No,"""In native streams, salmon runs commonly alleviate nutrient limitation (Ruegg et al. 2011), whereas our Great Lakes streams were typically not nutrient limited."" (n.p.)",stream chem,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Pink, chum",eco,streams,spawning salmon,No,"""Increases in ammonium and SRP were dramatic and clearly attributable to the presence of salmon spawners."" (484)",stream chem (N),Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Not specified,eco,aquatic organisms,salmon,No,"""SDN have been shown to increase the biomass and growth of aquatic organisms (e.g. Chaloner & Wipfli, 2002; Mitchell & Lamberti, 2005), but salmon spawners can also cause extensive disturbance to the sediments that harbour those organisms (Peterson & Foote, 2000; Moore et al., 2004)."" (479)","growth, but nutrient provision specified (therefore N = nutrients, NOT C = energy)",Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Pink, chum",eco,epithilion,spawning salmon,No,"""Changes in epilithon chl a and AFDM because of salmon spawners were present but of a smaller magnitude than those for dissolved nutrients."" (484-5)","stream chem, nutrient provision",Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Not specified,socio,PNW residents,Pacific salmon,No,""" The high economic and cultural value of Pacific salmon provides important incentives to monitor this resource."" (488)","money, culture","Direct, indirect",Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that are resonant in terms of culture or heritage,3.1.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Not specified,socio,State/federal agencies,Pacific salmon,No,"""State and federal agencies intensively monitor salmon runs in many southeastern Alaska systems (e.g. Auke Creek; G. Timothy, personal communication), but to our knowledge no current datasets exist that also include chemical and biological responses in these systems."" (488)",research,Indirect,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that enable scientific investigation or the creation of traditional ecological knowledge,3.1.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Chum,eco,Streams,Salmon carcasses,No,"""The NH +4 in stream water and chlorophyll concentrations of epilithic algae were higher in the salmon treatment than the other treatments, and the maple leaves decomposed faster in the salmon treatment than in the other treatments."" (471)","regulating stream chem, decomposition (other reg)","Direct, indirect",Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Regulation & Maintenance ,Other types of regulation and maintenance service by living processes,Other,Other,2.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Chum,eco,G. satoi,salmon carcasses via microbes,No,"""However, we detected significant increases in δ15N in G. satoi immediately downstream of the carcasses, which confirms the incorporation of carcass-derived N into the stream biota. The uptake of the N isotope into G. satoi was thought to have occurred as a result of the stable heavy isotope of N being released from salmon tissue and then being incorporated by microbes growing on the surfaces of leaves. This can produce higher microbial activity and the accretion of biomass associated with leaf material following nutrient enrichment. G. satoi in turn consumed the microbes along with the leaf tissue, thereby accumulating stable heavy N isotope."" (478)",Nutrient provision to stream bugs,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Not specified,eco,terrestrial ecosystems,salmon carcasses via consumers,No,"""The effects of salmon carcasses extend beyond aquatic ecosystems, because carcasses that are moved to forests by large mammals such as fox, mink, and bear (Cederholm et al. 1989; Ben-David 1997; Hilderbrand et al. 1996, 1999; Reimchen 2000) enrich forest soil and enhance the growth of trees in riparian zones (Bilby et al. 1996; Helfield and Naiman 2001, 2002). "" (471-2)","Regulate soil quality, provision of nutrients to trees",Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Regulation of soil quality,Decomposition and fixing processes and their effect on soil quality,2.2.4.2,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy   ",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Chum,eco,downstream ecosystems,spawning salmon,No,"""Not only upstream ecosystems in the vicinity of spawning areas but also lower parts of river systems, including estuarine macroalgal primary producers and primary consumers, especially copepods, benefit from such salmon-derived nutrients (Fujiwara and Highsmith 1997). "" (472)",stream chem,Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Chum,eco,microbes,salmon carcasses,No,"""The presence of salmon carcasses changed the quality of the allochthonous terrestrial leaves. The leaf decomposition rate was significantly higher in the salmon treatment than in the other treatments. Leaf decomposition began with leaching, followed by microbial colonization and consumption by macroinvertebrates (Anderson and Sedell 1979). The difference between the salmon and the invertebrate treatments (Fig. 4) is attributed to enhanced microbial decomposition, because few significant treatment effects were observed in the abundance and biomass of the invertebrates."" (476-7)",decomposition (other reg),Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Regulation of soil quality,Decomposition and fixing processes and their effect on soil quality,2.2.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Chum,eco,phytoplankton,salmon carcasses,No,"""We observed significantly higher concentrations of chlorophyll in the salmon treatment throughout the experiment than in the other treatments (Fig. 3, Table 2). The initial concentration was 182 mg m−2, which gradually declined to 112 mg m−2 over time in this treatment. In contrast, in the other treatments it remained at around 50 mg m−2, approximately 3 times lower than in the salmon treatment."" (475)","stream chem, energy provision (more growth)",Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Chum,eco,invertebrates,salmon carcasses,No,"""We found a greater biomass of other invertebrates in the salmon treatment after 40 days than in the invertebrate treatment, which was owing to the invasion of large Tipula larvae."" (475)",provide energy to stream bugs,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Not specified,eco,terrestrial systems,"salmon carcasses via flooding, scavengers",No,"""Large quantities of salmon biomass are transported to forests adjacent to streams and lakes from occasional flooding (Willson et al. 1998) and through the activities of scavengers and predators including bears (Ursus spp.), American Martens (Martes americana), Gray Wolves (Canis lupus), gulls (Larus spp.), Common Ravens (Corvus corax), and Bald Eagles (Haliaeetus leucocephalus) (Reimchen 1994, 2000; Ben-David et al.1998; Hilderbrand et al. 1999; Gende et al. 2002; Darimont et al 2003; Reimchen et al. 2003; Christie and Reimchen 2005)."" (51)",nutrient provision to terrestrial systems,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Pink, chum",eco,songbirds,salmon,No,"""Salmon was an important predictor of songbird abundance for most species, and large differences in density were detected over the waterfall barrier. The observed differences in abundance over a sharp ecological gradient suggest that upper-level consumers respond numerically to the presence of salmon-derived nutrients."" (55)",nutrient provision,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
